343,309,0.9624086
341,308,0.9673162
338,324,0.94323003
334,328,0.9572559
332,339,0.98657227
332,341,0.9868443
332,342,0.9828992
335,343,0.92472976
338,355,0.93527085
338,359,0.85059565
340,382,0.9545179
339,392,0.96524423
342,405,0.9307269
343,410,0.9365014
343,424,0.9516368
343,428,0.83557725
343,452,0.9764984
342,461,0.9778376
340,464,0.9553466
336,475,0.92340606
333,479,0.9449932
332,479,0.97872114
331,469,0.9854413
327,465,0.98241556
319,473,0.98547333
315,477,0.9863789
309,488,0.9818758
306,493,0.99337876
306,495,0.9913605
300,507,0.97502077
303,501,0.9766247
300,508,0.9794333
297,511,0.98834574
294,523,0.9894014
293,538,0.9832785
295,555,0.97647536
296,583,0.9796732
296,604,0.98337007
296,622,0.9904924
296,630,0.99426633
297,631,0.9946079
298,623,0.99401784
298,619,0.9926863
300,615,0.9812706
303,614,0.98019636
305,613,0.99237424
307,613,0.99472904
305,623,0.9896219
306,627,0.99265736
306,629,0.99264574
305,629,0.9810186
302,629,0.9785201
298,629,0.98769754
295,628,0.9773779
293,627,0.97079134
291,627,0.9788225
290,618,0.9888596
293,613,0.99660134
293,612,0.9965084
295,609,0.9895744
297,609,0.97572553
304,611,0.9724596
311,621,0.97293264
319,626,0.94910246
336,639,0.9922325
347,647,0.9954817
368,666,0.94670975
387,680,0.98187286
393,689,0.9443666
407,697,0.79681724
411,699,0.8412535
426,706,0.52897716
440,709,0.7667597
448,711,0.7592103
450,711,0.7378606
459,711,0.72137713
453,705,0.7363602
474,699,0.83020467
482,697,0.9746947
495,686,0.97616434
510,672,0.9956385
521,666,0.9964563
532,661,0.985003
534,658,0.9938984
544,655,0.9951738
546,651,0.9930229
540,649,0.9911682
537,649,0.9938343
535,649,0.9951172
533,649,0.99653023
529,651,0.99771315
527,653,0.9971428
526,654,0.99715775
528,655,0.9965437
530,655,0.9939715
530,655,0.9951516
530,657,0.9936805
530,660,0.9898362
528,662,0.98917747
523,663,0.98996407
517,663,0.9825549
511,661,0.9789148
503,662,0.9925641
496,661,0.99716455
485,661,0.9982425
479,660,0.99900323
467,659,0.99776137
460,658,0.9940005
442,647,0.95238173
430,637,0.99126405
416,630,0.9836106
391,620,0.99400324
379,613,0.98079604
367,607,0.9695466
360,605,0.9768105
354,605,0.9861083
345,606,0.97972745
342,605,0.98174614
340,610,0.9858119
340,615,0.9760305
339,620,0.9796833
331,622,0.9903579
329,625,0.99007064
335,626,0.9886713
338,626,0.99036294
342,626,0.9946091
344,625,0.99385
346,626,0.99653244
347,627,0.9889276
343,637,0.98745024
341,641,0.9785469
340,642,0.9864079
344,634,0.9834247
345,630,0.9910981
347,627,0.99564004
349,626,0.9851816
354,625,0.98711544
358,622,0.9845958
358,622,0.988234
360,619,0.9853403
362,613,0.98172873
364,603,0.9917709
363,595,0.9935664
371,586,0.9817173
365,571,0.9874669
364,564,0.9980585
371,559,0.99524117
372,548,0.9955895
373,541,0.9958794
370,530,0.99418044
368,524,0.9920426
372,521,0.99343216
369,521,0.99265724
366,520,0.9965417
364,520,0.9965603
362,521,0.9984339
360,521,0.9984487
357,523,0.99783784
352,523,0.9938992
348,525,0.9964736
349,534,0.9903178
349,541,0.9810681
349,552,0.97383904
349,547,0.99185646
348,544,0.98778427
344,532,0.99254376
341,517,0.9837006
340,500,0.9675233
338,483,0.9573727
338,476,0.9438318
335,452,0.9056919
334,443,0.849902
338,429,0.94219774
339,424,0.97853583
339,413,0.8387816
338,385,0.7754338
338,375,0.87934226
338,360,0.9693252
335,345,0.96654636
333,328,0.9911505
332,323,0.9848583
331,330,0.98830974
331,333,0.9926985
331,324,0.99488974
331,311,0.9917896
331,306,0.99429226
332,284,0.99642843
333,264,0.9875586
334,256,0.9857922
332,242,0.99050224
332,236,0.99269295
331,223,0.9918494
332,210,0.99363047
337,203,0.98924476
338,180,0.9844805
335,172,0.9932401
334,156,0.9796524
334,142,0.98734564
332,137,0.9956332
330,135,0.9982222
330,135,0.99771875
330,135,0.995752
328,135,0.9951493
326,135,0.99100524
325,136,0.9910206
325,136,0.9889153
327,124,0.9851768
325,131,0.98645663
329,123,0.9706854
326,130,0.98521113
329,136,0.98500687
328,145,0.9666616
339,143,0.99267477
348,137,0.994656
358,131,0.9796175
382,128,0.974549
392,127,0.98103774
413,125,0.981531
435,122,0.95130086
443,121,0.9710936
446,121,0.9745429
446,122,0.9768835
446,122,0.96964294
446,121,0.97932
447,121,0.98300165
446,122,0.9838302
436,124,0.96203834
431,124,0.9875545
442,126,0.97044194
455,133,0.95805126
471,137,0.9535501
487,140,0.9941494
506,146,0.99243855
517,153,0.99285954
541,164,0.9881555
558,168,0.93600035
