578,172,0.9922581
605,177,0.97536343
617,179,0.9865898
630,179,0.981752
646,179,0.97025377
661,182,0.9772304
678,187,0.97096324
691,189,0.9951737
709,191,0.9627992
717,192,0.97647506
719,191,0.9700679
720,189,0.951583
711,182,0.9743909
708,178,0.9662407
714,177,0.96828395
717,176,0.98911786
718,175,0.98818463
721,172,0.98812324
721,170,0.98261714
720,169,0.9696926
708,164,0.95700675
703,162,0.9829929
696,153,0.97938085
696,148,0.9882351
698,143,0.9860856
710,139,0.98876876
726,126,0.9824914
745,111,0.9940215
760,104,0.9359372
778,102,0.97332036
786,101,0.9873152
798,95,0.96228266
803,94,0.9322077
817,98,0.98151314
826,103,0.98357534
831,104,0.98308045
851,103,0.99190575
861,102,0.9890041
879,105,0.99694973
884,109,0.993018
888,111,0.9839786
887,116,0.9916675
886,118,0.994286
885,120,0.99532795
885,120,0.99492896
885,119,0.9896449
886,121,0.97593135
888,123,0.96920943
896,132,0.9722019
900,138,0.9869686
903,140,0.9960156
911,142,0.992341
917,149,0.9931692
916,154,0.99570376
915,158,0.98865384
910,159,0.9930166
908,159,0.9954993
905,169,0.9981645
906,183,0.99380165
911,200,0.98767185
916,227,0.98829466
918,238,0.97236013
919,254,0.9921606
920,280,0.98775405
921,291,0.9913749
922,317,0.9631378
923,336,0.96555126
927,354,0.9640966
930,362,0.96245384
931,374,0.9949072
933,379,0.9946965
934,381,0.99644995
934,383,0.99212855
933,391,0.989116
932,394,0.9908034
930,395,0.9894664
924,406,0.977233
920,422,0.9952964
917,438,0.9962644
913,456,0.99706024
913,463,0.99406415
913,486,0.99675816
913,495,0.9964449
911,518,0.9930762
913,539,0.99401456
914,547,0.9949004
916,570,0.99152064
917,578,0.9781418
918,581,0.98309004
918,583,0.98135006
920,583,0.9798813
930,593,0.9821905
932,585,0.9758571
937,593,0.9696158
938,595,0.9736559
938,597,0.9816435
944,609,0.98438114
946,614,0.9805668
947,614,0.9862229
948,615,0.9928099
948,613,0.99346733
947,612,0.99153423
942,603,0.9944265
940,597,0.9962322
940,594,0.99502534
945,594,0.9944195
947,594,0.98956525
949,595,0.9914616
950,595,0.98109186
950,596,0.9679026
949,596,0.95543057
950,597,0.9526826
949,597,0.9820094
948,597,0.9924895
940,597,0.998259
936,597,0.9936497
936,605,0.99320316
935,610,0.99467033
934,620,0.9944115
931,624,0.99404055
930,618,0.9925924
919,622,0.9802037
899,629,0.972982
885,640,0.9792181
863,653,0.9827834
851,662,0.9525092
827,674,0.9742315
805,679,0.9789339
776,681,0.9775487
754,683,0.96397203
732,683,0.9781304
705,683,0.964872
692,681,0.9761101
669,682,0.96254665
649,682,0.9674754
628,681,0.9730763
603,678,0.96377265
590,677,0.98035586
568,671,0.9396568
548,667,0.9712916
530,664,0.97881854
512,664,0.97502124
495,661,0.961648
469,653,0.8993876
457,648,0.9837397
442,643,0.9698317
427,634,0.9702284
409,620,0.98708725
384,610,0.99030256
372,601,0.90431386
351,591,0.9940555
342,583,0.99358934
327,576,0.98783624
313,564,0.98652154
307,550,0.9772062
304,532,0.9963237
302,515,0.99256843
